obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"368.2823"	"0.0006"	"368.28143"	"0.00019"	"1700"	"2.1719e+03"	AAA	"82259.158"	"[109404.5776]"	"2"	""	""	"20"	""	""		"T8637"	"L7436c29"	
"368.6831"	"0.0006"	"368.68376"	"0.00019"	"2000"	"2.8093e+03"	AAA	"82259.158"	"[109374.9555]"	"2"	""	""	"19"	""	""		"T8637"	"L7436c29"	
"369.1551"	"0.0006"	"369.15611"	"0.00019"	"2300"	"3.6851e+03"	AAA	"82259.158"	"[109340.2604]"	"2"	""	""	"18"	""	""		"T8637"	"L7436c29"	
"369.7157"	"0.0006"	"369.71581"	"0.00019"	"2300"	"4.9101e+03"	AAA	"82259.158"	"[109299.2642]"	"2"	""	""	"17"	""	""		"T8637"	"L7436c29"	
"370.3859"	"0.0006"	"370.38593"	"0.00019"	"2800"	"6.6583e+03"	AAA	"82259.158"	"[109250.3433]"	"2"	""	""	"16"	""	""		"T8637"	"L7436c29"	
"371.1978"	"0.0006"	"371.19774"	"0.00019"	"3300"	"9.2102e+03"	AAA	"82259.158"	"[109191.3154]"	"2"	""	""	"15"	""	""		"T8637"	"L7436c29"	
"372.1946"	"0.0006"	"372.19449"	"0.00019"	"5000"	"1.3032e+04"	AAA	"82259.158"	"[109119.1917]"	"2"	""	""	"14"	""	""		"T8637"	"L7436c29"	
"373.4369"	"0.0006"	"373.43746"	"0.00020"	"6000"	"1.8927e+04"	AAA	"82259.158"	"[109029.7913]"	"2"	""	""	"13"	""	""		"T8637"	"L7436c29"	
""	""	"375.0124905"	"0.0000021"	""	""		"82258.9191133"	"108917.1203787"	"2p"	"2P*"	"1/2"	"12d"	"2D"	"3/2"		""	""	
""	""	"375.0125118"	"0.0000022"	""	""		"82258.9191133"	"[108917.11886]"	"2p"	"2P*"	"1/2"	"12s"	"2S"	"1/2"		""	""	
""	""	"375.01275"	"0.00008"	""	""		""	""	""	""	""	""	""	""		""	"c39"	
"375.0129789"	"0.0000021"	"375.0129789"	"0.0000021"	""	""		"82258.9543992821"	"108917.12094342"	"2s"	"2S"	"1/2"	"12d"	"2D"	"5/2"	E2	""	"L11759"	
""	""	"375.0129867"	"0.0000022"	""	""		"82258.9543992821"	"[108917.12039]"	"2s"	"2S"	"1/2"	"12p"	"2P*"	"3/2"		""	""	
"375.0129869"	"0.0000021"	"375.0129869"	"0.0000021"	""	""		"82258.9543992821"	"108917.1203787"	"2s"	"2S"	"1/2"	"12d"	"2D"	"3/2"	E2	""	"L11759"	
""	""	"375.0130082"	"0.0000022"	""	""		"82258.9543992821"	"[108917.11886]"	"2s"	"2S"	"1/2"	"12s"	"2S"	"1/2"	M1	""	""	
""	""	"375.0130105"	"0.0000022"	""	""		"82258.9543992821"	"[108917.11870]"	"2s"	"2S"	"1/2"	"12p"	"2P*"	"1/2"		""	""	
"375.0151"	"0.0006"	"375.01584"	"0.00020"	"8000"	"2.8337e+04"	AAA	"82259.158"	"108917.1209"	"2"	""	""	"12"	""	""		"T8637"	"L7436c29"	
""	""	"375.01515"	"0.00008"	""	""		""	""	""	""	""	""	""	""		""	"c40"	
""	""	"375.0176298"	"0.0000021"	""	""		"82259.2850014"	"108917.12094342"	"2p"	"2P*"	"3/2"	"12d"	"2D"	"5/2"		""	""	
""	""	"375.01763"	"0.00003"	""	""		""	""	""	""	""	""	""	""		""	"c41"	
""	""	"375.0176378"	"0.0000021"	""	""		"82259.2850014"	"108917.1203787"	"2p"	"2P*"	"3/2"	"12d"	"2D"	"3/2"		""	""	
""	""	"375.0176591"	"0.0000022"	""	""		"82259.2850014"	"[108917.11886]"	"2p"	"2P*"	"3/2"	"12s"	"2S"	"1/2"		""	""	
""	""	"377.0603010"	"0.0000021"	""	""		"82258.9191133"	"[108772.343536]"	"2p"	"2P*"	"1/2"	"11d"	"2D"	"3/2"		""	""	
""	""	"377.0603290"	"0.0000022"	""	""		"82258.9191133"	"[108772.34157]"	"2p"	"2P*"	"1/2"	"11s"	"2S"	"1/2"		""	""	
""	""	"377.06056"	"0.00009"	""	""		""	""	""	""	""	""	""	""		""	"c42"	
""	""	"377.0608027"	"0.0000022"	""	""		"82258.9543992821"	"[108772.34355]"	"2s"	"2S"	"1/2"	"11p"	"2P*"	"3/2"		""	""	
""	""	"377.0608308"	"0.0000022"	""	""		"82258.9543992821"	"[108772.34157]"	"2s"	"2S"	"1/2"	"11s"	"2S"	"1/2"	M1	""	""	
""	""	"377.0608340"	"0.0000022"	""	""		"82258.9543992821"	"[108772.34135]"	"2s"	"2S"	"1/2"	"11p"	"2P*"	"1/2"		""	""	
""	""	"377.06300"	"0.00009"	""	""		""	""	""	""	""	""	""	""		""	"c43"	
"377.0633"	"0.0006"	"377.06368"	"0.00020"	"9000"	"4.3972e+04"	AAA	"82259.158"	"108772.3445"	"2"	""	""	"11"	""	""		"T8637"	"L7436c29"	
""	""	"377.0654943"	"0.0000021"	""	""		"82259.2850014"	"[108772.344270]"	"2p"	"2P*"	"3/2"	"11d"	"2D"	"5/2"		""	""	
""	""	"377.06550"	"0.00003"	""	""		""	""	""	""	""	""	""	""		""	"c44"	
""	""	"377.0655047"	"0.0000021"	""	""		"82259.2850014"	"[108772.343536]"	"2p"	"2P*"	"3/2"	"11d"	"2D"	"3/2"		""	""	
""	""	"377.0655327"	"0.0000022"	""	""		"82259.2850014"	"[108772.34157]"	"2p"	"2P*"	"3/2"	"11s"	"2S"	"1/2"		""	""	
""	""	"379.7870048"	"0.0000021"	""	""		"82258.9191133"	"[108581.9934250]"	"2p"	"2P*"	"1/2"	"10d"	"2D"	"3/2"		""	""	
""	""	"379.7870427"	"0.0000022"	""	""		"82258.9191133"	"[108581.99080]"	"2p"	"2P*"	"1/2"	"10s"	"2S"	"1/2"		""	""	
""	""	"379.78727"	"0.00009"	""	""		""	""	""	""	""	""	""	""		""	"c45"	
"379.7874999"	"0.0000021"	"379.7874999"	"0.0000021"	""	""		"82258.9543992821"	"108581.9944009"	"2s"	"2S"	"1/2"	"10d"	"2D"	"5/2"	E2	""	"L7369u33"	
""	""	"379.7875137"	"0.0000022"	""	""		"82258.9543992821"	"[108581.99344]"	"2s"	"2S"	"1/2"	"10p"	"2P*"	"3/2"		""	""	
""	""	"379.7875518"	"0.0000022"	""	""		"82258.9543992821"	"[108581.99080]"	"2s"	"2S"	"1/2"	"10s"	"2S"	"1/2"	M1	""	""	
""	""	"379.7875560"	"0.0000022"	""	""		"82258.9543992821"	"[108581.99051]"	"2s"	"2S"	"1/2"	"10p"	"2P*"	"1/2"		""	""	
""	""	"379.78974"	"0.00009"	""	""		""	""	""	""	""	""	""	""		""	"c46"	
"379.7909"	"0.0006"	"379.79044"	"0.00020"	"17000"	"7.1225e+04"	AAA	"82259.158"	"108581.9945"	"2"	""	""	"10"	""	""		"T8637"	"L7436c29"	
""	""	"379.7922699"	"0.0000021"	""	""		"82259.2850014"	"108581.9944009"	"2p"	"2P*"	"3/2"	"10d"	"2D"	"5/2"		""	""	
""	""	"379.79227"	"0.00003"	""	""		""	""	""	""	""	""	""	""		""	"c47"	
""	""	"379.7922840"	"0.0000021"	""	""		"82259.2850014"	"[108581.9934250]"	"2p"	"2P*"	"3/2"	"10d"	"2D"	"3/2"		""	""	
""	""	"379.7923219"	"0.0000022"	""	""		"82259.2850014"	"[108581.99080]"	"2p"	"2P*"	"3/2"	"10s"	"2S"	"1/2"		""	""	
""	""	"383.5355892"	"0.0000022"	""	""		"82258.9191133"	"[108324.724162]"	"2p"	"2P*"	"1/2"	"9d"	"2D"	"3/2"		""	""	
""	""	"383.5356424"	"0.0000022"	""	""		"82258.9191133"	"[108324.72055]"	"2p"	"2P*"	"1/2"	"9s"	"2S"	"1/2"		""	""	
""	""	"383.53587"	"0.00009"	""	""		""	""	""	""	""	""	""	""		""	"c48"	
""	""	"383.5361082"	"0.0000022"	""	""		"82258.9543992821"	"[108324.72418]"	"2s"	"2S"	"1/2"	"9p"	"2P*"	"3/2"		""	""	
""	""	"383.5361616"	"0.0000022"	""	""		"82258.9543992821"	"[108324.72055]"	"2s"	"2S"	"1/2"	"9s"	"2S"	"1/2"	M1	""	""	
""	""	"383.5361673"	"0.0000022"	""	""		"82258.9543992821"	"[108324.72016]"	"2s"	"2S"	"1/2"	"9p"	"2P*"	"1/2"		""	""	
""	""	"383.53839"	"0.00009"	""	""		""	""	""	""	""	""	""	""		""	"c49"	
"383.5397"	"0.0006"	"383.53909"	"0.00021"	"30000"	"1.2156e+05"	AAA	"82259.158"	"108324.7253"	"2"	""	""	"9"	""	""		"T8637"	"L7436c29"	
""	""	"383.5409535"	"0.0000022"	""	""		"82259.2850014"	"[108324.725501]"	"2p"	"2P*"	"3/2"	"9d"	"2D"	"5/2"		""	""	
""	""	"383.54096"	"0.00003"	""	""		""	""	""	""	""	""	""	""		""	"c50"	
""	""	"383.5409732"	"0.0000022"	""	""		"82259.2850014"	"[108324.724162]"	"2p"	"2P*"	"3/2"	"9d"	"2D"	"3/2"		""	""	
""	""	"383.5410263"	"0.0000022"	""	""		"82259.2850014"	"[108324.72055]"	"2p"	"2P*"	"3/2"	"9s"	"2S"	"1/2"		""	""	
""	""	"388.9019815"	"0.0000021"	""	""		"82258.9191133"	"107965.0548660"	"2p"	"2P*"	"1/2"	"8d"	"2D"	"3/2"		""	""	
""	""	"388.9020595"	"0.0000021"	""	""		"82258.9191133"	"107965.0497145"	"2p"	"2P*"	"1/2"	"8s"	"2S"	"1/2"		""	""	
""	""	"388.90227"	"0.00009"	""	""		""	""	""	""	""	""	""	""		""	"c51"	
"388.9024865"	"0.0000021"	"388.9024865"	"0.0000021"	""	""		"82258.9543992821"	"107965.05677174"	"2s"	"2S"	"1/2"	"8d"	"2D"	"5/2"	E2	""	"L11759"	
""	""	"388.9025152"	"0.0000021"	""	""		"82258.9543992821"	"[107965.0548753]"	"2s"	"2S"	"1/2"	"8p"	"2P*"	"3/2"		""	""	
"388.9025154"	"0.0000021"	"388.9025154"	"0.0000021"	""	""		"82258.9543992821"	"107965.0548660"	"2s"	"2S"	"1/2"	"8d"	"2D"	"3/2"	E2	""	"L11759"	
"388.9025933"	"0.0000021"	"388.9025933"	"0.0000021"	""	""		"82258.9543992821"	"107965.0497145"	"2s"	"2S"	"1/2"	"8s"	"2S"	"1/2"	M1	""	"L11759"	
""	""	"388.9026017"	"0.0000021"	""	""		"82258.9543992821"	"[107965.0491583]"	"2s"	"2S"	"1/2"	"8p"	"2P*"	"1/2"		""	""	
""	""	"388.90486"	"0.00009"	""	""		""	""	""	""	""	""	""	""		""	"c52"	
"388.9064"	"0.0006"	"388.90557"	"0.00021"	"70000"	"2.2148e+05"	AAA	"82259.158"	"107965.0568"	"2"	""	""	"8"	""	""		"T8637"	"L7436c29"	
""	""	"388.9074883"	"0.0000021"	""	""		"82259.2850014"	"107965.05677174"	"2p"	"2P*"	"3/2"	"8d"	"2D"	"5/2"		""	""	
""	""	"388.90749"	"0.00003"	""	""		""	""	""	""	""	""	""	""		""	"c53"	
""	""	"388.9075172"	"0.0000021"	""	""		"82259.2850014"	"107965.0548660"	"2p"	"2P*"	"3/2"	"8d"	"2D"	"3/2"		""	""	
""	""	"388.9075951"	"0.0000021"	""	""		"82259.2850014"	"107965.0497145"	"2p"	"2P*"	"3/2"	"8s"	"2S"	"1/2"		""	""	
""	""	"397.0041763"	"0.0000022"	""	""		"82258.9191133"	"[107440.447022]"	"2p"	"2P*"	"1/2"	"7d"	"2D"	"3/2"		""	""	
""	""	"397.0042976"	"0.0000022"	""	""		"82258.9191133"	"[107440.43933]"	"2p"	"2P*"	"1/2"	"7s"	"2S"	"1/2"		""	""	
""	""	"397.00448"	"0.00009"	""	""		""	""	""	""	""	""	""	""		""	"c54"	
""	""	"397.0047325"	"0.0000022"	""	""		"82258.9543992821"	"[107440.44703]"	"2s"	"2S"	"1/2"	"7p"	"2P*"	"3/2"		""	""	
""	""	"397.0048539"	"0.0000022"	""	""		"82258.9543992821"	"[107440.43933]"	"2s"	"2S"	"1/2"	"7s"	"2S"	"1/2"	M1	""	""	
""	""	"397.0048670"	"0.0000022"	""	""		"82258.9543992821"	"[107440.43850]"	"2s"	"2S"	"1/2"	"7p"	"2P*"	"1/2"		""	""	
""	""	"397.00719"	"0.00009"	""	""		""	""	""	""	""	""	""	""		""	"c55"	
"397.0075"	"0.0006"	"397.00788"	"0.00022"	"30000"	"4.3889e+05"	AAA	"82259.158"	"107440.4508"	"2"	""	""	"7"	""	""		"T8637"	"L7436c29"	
""	""	"397.0099002"	"0.0000022"	""	""		"82259.2850014"	"[107440.449866]"	"2p"	"2P*"	"3/2"	"7d"	"2D"	"5/2"		""	""	
""	""	"397.00991"	"0.00003"	""	""		""	""	""	""	""	""	""	""		""	"c56"	
""	""	"397.0099450"	"0.0000022"	""	""		"82259.2850014"	"[107440.447022]"	"2p"	"2P*"	"3/2"	"7d"	"2D"	"3/2"		""	""	
""	""	"397.0100663"	"0.0000022"	""	""		"82259.2850014"	"[107440.43933]"	"2p"	"2P*"	"3/2"	"7s"	"2S"	"1/2"		""	""	
""	""	"410.1702284"	"0.0000021"	""	"4.2877e+06"	AAA	"82258.9191133"	"[106632.1620536]"	"2p"	"2P*"	"1/2"	"6d"	"2D"	"3/2"		"T8637"	""	
""	""	"410.1704339"	"0.0000021"	""	"2.4501e+05"	AAA	"82258.9191133"	"106632.1498416"	"2p"	"2P*"	"1/2"	"6s"	"2S"	"1/2"		"T8637"	""	
""	""	"410.17056"	"0.00010"	""	""		""	""	""	""	""	""	""	""		""	"c57"	
"410.1707462"	"0.0000021"	"410.1707462"	"0.0000021"	""	""		"82258.9543992821"	"106632.1665697"	"2s"	"2S"	"1/2"	"6d"	"2D"	"5/2"	E2	""	"L11759"	
""	""	"410.1708218"	"0.0000021"	""	"2.8583e+06"	AAA	"82258.9543992821"	"[106632.1620756]"	"2s"	"2S"	"1/2"	"6p"	"2P*"	"3/2"		"T8637"	""	
"410.1710277"	"0.0000021"	"410.1710277"	"0.0000021"	""	""		"82258.9543992821"	"106632.1498416"	"2s"	"2S"	"1/2"	"6s"	"2S"	"1/2"	M1	""	"L11759"	
""	""	"410.1710499"	"0.0000021"	""	"2.8584e+06"	AAA	"82258.9543992821"	"[106632.1485242]"	"2s"	"2S"	"1/2"	"6p"	"2P*"	"1/2"		"T8637"	""	
"410.1734"	"0.0006"	"410.17415"	"0.00024"	"70000"	"9.7320e+05"	AAA	"82259.158"	"106632.1681"	"2"	""	""	"6"	""	""		"T8637"	"L7436c29"	
""	""	"410.17346"	"0.00010"	""	""		""	""	""	""	""	""	""	""		""	"c58"	
""	""	"410.1763100"	"0.0000021"	""	"5.1450e+06"	AAA	"82259.2850014"	"106632.1665697"	"2p"	"2P*"	"3/2"	"6d"	"2D"	"5/2"		"T8637"	""	
""	""	"410.17632"	"0.00003"	""	""		""	""	""	""	""	""	""	""		""	"c59"	
""	""	"410.1763860"	"0.0000021"	""	"8.5748e+05"	AAA	"82259.2850014"	"[106632.1620536]"	"2p"	"2P*"	"3/2"	"6d"	"2D"	"3/2"		"T8637"	""	
""	""	"410.1765915"	"0.0000021"	""	"4.9006e+05"	AAA	"82259.2850014"	"106632.1498416"	"2p"	"2P*"	"3/2"	"6s"	"2S"	"1/2"		"T8637"	""	
""	""	"434.0426937"	"0.0000022"	""	"7.8548e+06"	AAA	"82258.9191133"	"105291.651993"	"2p"	"2P*"	"1/2"	"5d"	"2D"	"3/2"		"T8637"	""	
""	""	"434.04309"	"0.00011"	""	""		""	""	""	""	""	""	""	""		""	"c60"	
""	""	"434.0430904"	"0.0000023"	""	"4.2955e+05"	AAA	"82258.9191133"	"[105291.63094]"	"2p"	"2P*"	"1/2"	"5s"	"2S"	"1/2"		"T8637"	""	
""	""	"434.0433568"	"0.0000023"	""	"4.9483e+06"	AAA	"82258.9543992821"	"105291.65209"	"2s"	"2S"	"1/2"	"5p"	"2P*"	"3/2"		"T8637"	""	
""	""	"434.0437554"	"0.0000023"	""	""		"82258.9543992821"	"[105291.63094]"	"2s"	"2S"	"1/2"	"5s"	"2S"	"1/2"	M1	""	""	
""	""	"434.0437982"	"0.0000023"	""	"4.9484e+06"	AAA	"82258.9543992821"	"105291.62867"	"2s"	"2S"	"1/2"	"5p"	"2P*"	"1/2"		"T8637"	""	
""	""	"434.04634"	"0.00011"	""	""		""	""	""	""	""	""	""	""		""	"c61"	
"434.0472"	"0.0006"	"434.0471"	"0.0003"	"90000"	"2.5304e+06"	AAA	"82259.158"	"105291.657"	"2"	""	""	"5"	""	""		"T8637"	"L7436c29"	
""	""	"434.0494419"	"0.0000022"	""	"9.4254e+06"	AAA	"82259.2850014"	"[105291.659796]"	"2p"	"2P*"	"3/2"	"5d"	"2D"	"5/2"		"T8637"	""	
""	""	"434.04947"	"0.00004"	""	""		""	""	""	""	""	""	""	""		""	"c62"	
""	""	"434.0495889"	"0.0000022"	""	"1.5709e+06"	AAA	"82259.2850014"	"105291.651993"	"2p"	"2P*"	"3/2"	"5d"	"2D"	"3/2"		"T8637"	""	
""	""	"434.0499857"	"0.0000023"	""	"8.5920e+05"	AAA	"82259.2850014"	"[105291.63094]"	"2p"	"2P*"	"3/2"	"5s"	"2S"	"1/2"		"T8637"	""	
""	""	"486.1278624"	"0.0000024"	""	"1.7188e+07"	AAA	"82258.9191133"	"102823.894250"	"2p"	"2P*"	"1/2"	"4d"	"2D"	"3/2"		"T8637"	""	
"486.1283363"	"0.0000024"	"486.1283363"	"0.0000024"	""	""		"82258.9543992821"	"102823.9094871"	"2s"	"2S"	"1/2"	"4d"	"2D"	"5/2"	E2	""	"L9496"	
""	""	"486.12841"	"0.00014"	""	""		""	""	""	""	""	""	""	""		""	"c63"	
"486.1286949"	"0.0000024"	"486.1286949"	"0.0000024"	""	"9.6680e+06"	AAA	"82258.9543992821"	"102823.8943175"	"2s"	"2S"	"1/2"	"4p"	"2P*"	"3/2"		"T8637"	"L9477"	
""	""	"486.1288370"	"0.0000024"	""	"8.5941e+05"	AAA	"82258.9191133"	"102823.8530211"	"2p"	"2P*"	"1/2"	"4s"	"2S"	"1/2"		"T8637"	""	
"486.1296711"	"0.0000024"	"486.1296711"	"0.0000024"	""	""		"82258.9543992821"	"102823.8530211"	"2s"	"2S"	"1/2"	"4s"	"2S"	"1/2"	M1	""	"L9496"	
"486.1297761"	"0.0000024"	"486.1297761"	"0.0000024"	""	"9.6683e+06"	AAA	"82258.9543992821"	"102823.8485825"	"2s"	"2S"	"1/2"	"4p"	"2P*"	"1/2"		"T8637"	"L9477"	
""	""	"486.13250"	"0.00014"	""	""		""	""	""	""	""	""	""	""		""	"c64"	
"486.135"	"0.005"	"486.1333"	"0.0003"	"180000"	"8.4193e+06"	AAA	"82259.158"	"102823.904"	"2"	""	""	"4"	""	""		"T8637"	"L7439c30"	
""	""	"486.1361516"	"0.0000024"	""	"2.0625e+07"	AAA	"82259.2850014"	"102823.9094871"	"2p"	"2P*"	"3/2"	"4d"	"2D"	"5/2"		"T8637"	""	
""	""	"486.13622"	"0.00005"	""	""		""	""	""	""	""	""	""	""		""	"c65"	
""	""	"486.1365118"	"0.0000024"	""	"3.4375e+06"	AAA	"82259.2850014"	"102823.894250"	"2p"	"2P*"	"3/2"	"4d"	"2D"	"3/2"		"T8637"	""	
""	""	"486.1374864"	"0.0000024"	""	"1.7190e+06"	AAA	"82259.2850014"	"102823.8530211"	"2p"	"2P*"	"3/2"	"4s"	"2S"	"1/2"		"T8637"	""	
"656.270970"	"0.000004"	"656.270970"	"0.000003"	""	"5.3877e+07"	AAA	"82258.9191133"	"97492.319433"	"2p"	"2P*"	"1/2"	"3d"	"2D"	"3/2"		"T8637"	"L2752"	
""	""	"656.2714"	"0.0004"	""	""		""	""	""	""	""	""	""	""		""	"c67"	
""	""	"656.2722"	"0.0009"	""	""		""	""	""	""	""	""	""	""		""	"c68"	
"656.272483"	"0.000003"	"656.272483"	"0.000003"	""	"2.2448e+07"	AAA	"82258.9543992821"	"97492.319611"	"2s"	"2S"	"1/2"	"3p"	"2P*"	"3/2"		"T8637"	"L6891c38"	
""	""	"656.275181"	"0.000003"	""	"2.1046e+06"	AAA	"82258.9191133"	"97492.221701"	"2p"	"2P*"	"1/2"	"3s"	"2S"	"1/2"		"T8637"	""	
""	""	"656.276701"	"0.000003"	""	""		"82258.9543992821"	"97492.221701"	"2s"	"2S"	"1/2"	"3s"	"2S"	"1/2"	M1	""	""	
""	""	"656.2770"	"0.0006"	""	""		""	""	""	""	""	""	""	""		""	"c66"	
"656.277153"	"0.000003"	"656.277153"	"0.000003"	""	"2.2449e+07"	AAA	"82258.9543992821"	"97492.211200"	"2s"	"2S"	"1/2"	"3p"	"2P*"	"1/2"		"T8637"	"L6891c38"	
"656.279"	"0.003"	"656.2819"	"0.0007"	"500000"	"4.4101e+07"	AAA	"82259.158"	"97492.304"	"2"	""	""	"3"	""	""		"T8637"	"L7400c29"	
""	""	"656.2795"	"0.0009"	""	""		""	""	""	""	""	""	""	""		""	"c69"	
"656.285175"	"0.000007"	"656.285177"	"0.000003"	""	"6.4651e+07"	AAA	"82259.2850014"	"97492.355566"	"2p"	"2P*"	"3/2"	"3d"	"2D"	"5/2"		"T8637"	"L2752"	
""	""	"656.28533"	"0.00003"	""	""		""	""	""	""	""	""	""	""		""	"c71"	
""	""	"656.2854"	"0.0003"	""	""		""	""	""	""	""	""	""	""		""	"c70"	
""	""	"656.286734"	"0.000003"	""	"1.0775e+07"	AAA	"82259.2850014"	"97492.319433"	"2p"	"2P*"	"3/2"	"3d"	"2D"	"3/2"		"T8637"	""	
""	""	"656.290944"	"0.000003"	""	"4.2097e+06"	AAA	"82259.2850014"	"97492.221701"	"2p"	"2P*"	"3/2"	"3s"	"2S"	"1/2"		"T8637"	""	
